date_id,item_dept,store,item_qty,net_sales,net_sales_lag_1,net_sales_lag_2,net_sales_lag_3,net_sales_lag_4,net_sales_lag_5,net_sales_lag_6,rolling_mean_3_net_sales,rolling_std_3_net_sales,rolling_mean_7_net_sales,rolling_std_7_net_sales,rolling_mean_14_net_sales,rolling_std_14_net_sales,ema_7_net_sales,ema_30_net_sales,cumulative_net_sales,mean_net_sales_by_dept,max_net_sales_by_dept,min_net_sales_by_dept,item_count_by_dept,month,day_of_week,year,week_of_year,is_weekend,mean_sales_by_store,max_sales_by_store,min_sales_by_store,total_sales_by_store,interaction_lag1_lag2,interaction_lag1_rolling3
2021-11-04,0,0,1256.0,255926.913,199145.59601,277904.838,254547.79901,0.0,0.0,0.0,244325.78233666669,40641.04113098781,0.0,0.0,0.0,0.0,247789.24805296876,252611.7792616183,987525.14602,299018.1001473333,655605.872,149946.09,240,11,3,2021,44,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,55343524597.572495,48656403544.04502
2021-11-04,1,0,2648.306,522916.128,397946.965024,582206.592985,437286.62402,0.0,0.0,0.0,501023.2286696667,94060.49598475237,0.0,0.0,0.0,0.0,471697.18458895315,448618.992439116,1940356.310029,615963.7858221246,2035445.463,367440.183,240,11,3,2021,44,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,231687346695.344,199380673255.6194
2021-11-05,0,0,991.0,255695.365,255926.913,199145.59601,277904.838,254547.79901,0.0,0.0,236922.62467000002,32716.071347319816,0.0,0.0,0.0,0.0,249765.77728972657,252810.72027699777,1243220.5110199999,299018.1001473333,655605.872,149946.09,240,11,4,2021,44,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,50966717624.38442,60634875951.65075
2021-11-05,0,1,910.0,217746.0,237710.29,228560.219,251330.13,187931.76902,0.0,0.0,228005.50300000003,9993.698073361877,0.0,0.0,0.0,0.0,217118.72111179688,198502.01117299192,1123278.40802,299018.1001473333,655605.872,149946.09,240,11,4,2021,44,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,54331115940.953514,54199254239.725876
2021-11-05,1,0,2654.582,479383.66397,522916.128,397946.965024,582206.592985,437286.62402,0.0,0.0,466748.918998,63435.40422438503,0.0,0.0,0.0,0.0,473618.80443421484,450603.80995723756,2419739.973999,615963.7858221246,2035445.463,367440.183,240,11,4,2021,44,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,208092886099.7015,244070537470.6198
2021-11-05,1,1,3287.828,557072.729,510482.668,574684.181,592195.489002,491450.723,0.0,0.0,547413.1926666667,33172.85862725032,0.0,0.0,0.0,0.0,533754.8437580233,506853.49139940145,2725885.790002,615963.7858221246,2035445.463,367440.183,240,11,4,2021,44,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,293366313974.2749,279444947090.87805
2021-11-05,2,0,986.0,265589.69202,243260.745014,209100.513996,292020.462024,247336.26601,0.0,0.0,239316.98367666666,28450.338285707192,0.0,0.0,0.0,0.0,250471.34599713277,248469.2466037382,1257307.679064,291022.976926775,547559.378005,181968.999,240,11,4,2021,44,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,50865946817.47729,58216427743.6892
2021-11-05,2,1,963.0,222311.011,228511.923005,249315.458,262403.349,247156.009988,0.0,0.0,233379.46400166667,14144.95514166182,0.0,0.0,0.0,0.0,239360.78409479687,245355.1129760291,1209697.750993,291022.976926775,547559.378005,181968.999,240,11,4,2021,44,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,56971554742.45231,53329990108.89702
2021-11-06,2,1,1315.0,305140.577002,222311.011,228511.923005,249315.458,262403.349,247156.009988,0.0,251987.83700233337,46135.920436548804,0.0,0.0,0.0,0.0,255805.73232159764,249212.23968738207,1514838.327995,291022.976926775,547559.378005,181968.999,240,11,5,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,50800716628.79571,56019670803.69194
2021-11-06,2,0,1152.0,284326.0,265589.69202,243260.745014,209100.513996,292020.462024,247336.26601,0.0,264392.145678,20558.802973354937,0.0,0.0,0.0,0.0,258935.00949784956,250782.5855325293,1541633.679064,291022.976926775,547559.378005,181968.999,240,11,5,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,64607546348.82401,70219828543.127
2021-11-06,1,1,3625.864,622856.562004,557072.729,510482.668,574684.181,592195.489002,491450.723,0.0,563470.6530013334,56459.48181705783,0.0,0.0,0.0,0.0,556030.2733195175,514337.5604706659,3348742.352006,615963.7858221246,2035445.463,367440.183,240,11,5,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,284375972969.961,313894134378.86487
2021-11-06,1,0,2614.006,548660.9,479383.66397,522916.128,397946.965024,582206.592985,437286.62402,0.0,516986.89732333337,35017.14851757525,0.0,0.0,0.0,0.0,492379.32832566113,456930.0738309642,2968400.873999,615963.7858221246,2035445.463,367440.183,240,11,5,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,250677449389.6455,247835073063.34174
2021-11-06,0,0,884.0,241963.0,255695.365,255926.913,199145.59601,277904.838,254547.79901,0.0,251195.0926666667,7996.064961811894,0.0,0.0,0.0,0.0,247815.08296729493,252110.86735590117,1485183.5110199999,299018.1001473333,655605.872,149946.09,240,11,5,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,65439325432.858246,64229420905.61216
2021-11-06,0,1,1086.0,262426.08,217746.0,237710.29,228560.219,251330.13,187931.76902,0.0,239294.12333333332,22382.108551752535,0.0,0.0,0.0,0.0,228445.56083384767,202626.14464570212,1385704.48802,299018.1001473333,655605.872,149946.09,240,11,5,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,51760464806.340004,52105338179.34
2021-11-07,0,0,937.0,218668.693,241963.0,255695.365,255926.913,199145.59601,277904.838,254547.79901,238775.686,18717.98166870138,243407.45771714285,26442.110405191295,0.0,0.0,240528.48547547119,249953.3077200366,1703852.20402,299018.1001473333,655605.872,149946.09,240,11,6,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,61868817601.494995,57774881311.618
2021-11-07,0,1,1043.0,289993.0,262426.08,217746.0,237710.29,228560.219,251330.13,187931.76902,256721.69333333336,36459.7349507938,239385.3554314286,32839.02403635619,0.0,0.0,243832.42062538577,208262.71595888265,1675697.48802,299018.1001473333,655605.872,149946.09,240,11,6,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,57142229215.68,67370467632.42881
2021-11-07,1,0,2646.82,505512.74297,548660.9,479383.66397,522916.128,397946.965024,582206.592985,437286.62402,511185.76898,34985.30085724119,496273.3738527143,63714.146735515875,0.0,0.0,495662.68198674585,460064.4395818698,3473913.616969,615963.7858221246,2035445.463,367440.183,240,11,6,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,263019072519.0778,280467644075.7589
2021-11-07,1,1,3608.962,661655.00001,622856.562004,557072.729,510482.668,574684.181,592195.489002,491450.723,613861.430338,52868.20545156396,572913.9074308572,59901.33070713543,0.0,0.0,582436.4549921381,523841.9114086875,4010397.352016,615963.7858221246,2035445.463,367440.183,240,11,6,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,346976404771.126,382347620047.1846
2021-11-07,2,0,998.0,233781.880016,284326.0,265589.69202,243260.745014,209100.513996,292020.462024,247336.26601,261232.52401199998,25552.21518825129,253630.79415428572,29106.304432762594,0.0,0.0,252646.7271273872,249685.7658217855,1775415.55908,291022.976926775,547559.378005,181968.999,240,11,6,2021,44,1,392079.0041485649,2035445.463,168349.26,141148441.49348336,75514054773.27852,74275198622.2359
2021-11-07,2,1,1252.0,283841.0,305140.577002,222311.011,228511.923005,249315.458,262403.349,247156.009988,270430.8626673334,43012.30159478394,256954.18971357142,29546.541645473455,0.0,0.0,262814.5492411982,251446.35325593807,1798679.327995,291022.976926775,547559.378005,181968.999,240,11,6,2021,44,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,67836110170.43797,82519429473.45874
2021-11-08,2,0,883.0,240294.89201,233781.880016,284326.0,265589.69202,243260.745014,209100.513996,292020.462024,252800.92400866668,27495.04761776202,252624.88358285718,29479.38249945406,0.0,0.0,249558.7683480404,249079.90299521873,2015710.45109,291022.976926775,547559.378005,181968.999,240,11,0,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,66470266817.42922,59100275284.52805
2021-11-08,2,1,944.0,237517.072,283841.0,305140.577002,222311.011,228511.923005,249315.458,262403.349,275499.5496673333,34574.8384295305,255577.1985724286,30294.425301539435,0.0,0.0,256490.17993089865,250547.68994910337,2036196.399995,291022.976926775,547559.378005,181968.999,240,11,0,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,86611406516.82468,78198067677.12555
2021-11-08,1,1,2879.414,498037.791,661655.00001,622856.562004,557072.729,510482.668,574684.181,592195.489002,594183.1176713334,85494.28389359958,573854.9171451428,58442.27981819384,0.0,0.0,561336.7889941036,522177.12944683665,4508435.143016,615963.7858221246,2035445.463,367440.183,240,11,0,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,412116158538.9851,393144230728.7679
2021-11-08,0,0,974.0,246984.682,218668.693,241963.0,255695.365,255926.913,199145.59601,277904.838,235872.125,15108.702027680834,242327.01242999997,26062.8375642437,0.0,0.0,242142.53460660338,249761.78348003427,1950836.8860199999,299018.1001473333,655605.872,149946.09,240,11,0,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,52909732964.359,51577849288.88262
2021-11-08,0,1,677.0,201386.081,289993.0,262426.08,217746.0,237710.29,228560.219,251330.13,251268.38700000002,45344.97886734349,241307.4,29555.096890987425,0.0,0.0,233220.8357190393,207819.06209056763,1877083.56902,299018.1001473333,655605.872,149946.09,240,11,0,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,76101726217.44,72866073351.291
2021-11-08,1,0,2326.638,438841.43801,505512.74297,548660.9,479383.66397,522916.128,397946.965024,582206.592985,497671.69366000005,55328.022724968665,496495.49013700004,63476.505121602946,0.0,0.0,481457.37099255936,458695.2136740073,3912755.0549790002,615963.7858221246,2035445.463,367440.183,240,11,0,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,277355076519.3889,251579382960.5922
2021-11-09,0,0,815.0,199577.0,246984.682,218668.693,241963.0,255695.365,255926.913,199145.59601,221743.45833333334,23852.939327147462,231137.32128714284,25036.462032966287,0.0,0.0,231501.15095495252,246524.05551358045,2150413.88602,299018.1001473333,655605.872,149946.09,240,11,1,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,54007817603.960625,54767237542.03859
2021-11-09,0,1,971.0,263813.854,201386.081,289993.0,262426.08,217746.0,237710.29,228560.219,251730.97833333336,45522.44981270489,243090.78914285713,30618.19864767553,0.0,0.0,240869.09028927947,211431.62931053102,2140897.42302,299018.1001473333,655605.872,149946.09,240,11,1,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,58400553787.433,50695115192.84592
2021-11-09,1,0,2489.046,497413.33899,438841.43801,505512.74297,548660.9,479383.66397,522916.128,397946.965024,480589.1733233333,36380.697341473664,484382.16813771427,51320.758504405705,0.0,0.0,485446.3629919195,461193.1572427811,4410168.393969,615963.7858221246,2035445.463,367440.183,240,11,1,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,221839939057.33432,210902443913.24872
2021-11-09,1,1,3608.112,622938.069,498037.791,661655.00001,622856.562004,557072.729,510482.668,574684.181,594210.28667,85507.9638352791,578246.7142877143,61142.95335123575,0.0,0.0,576737.1089955777,528677.8352244601,5131373.2120159995,615963.7858221246,2035445.463,367440.183,240,11,1,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,329529194609.0854,295939178562.6035
2021-11-09,2,0,930.0,229917.0,240294.89201,233781.880016,284326.0,265589.69202,243260.745014,209100.513996,234664.59067533337,5244.954167948115,243752.96043657145,24586.11799776405,0.0,0.0,244648.3262610303,247843.58667294655,2245627.45109,291022.976926775,547559.378005,181968.999,240,11,1,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,56176591612.3395,56388702474.900085
2021-11-09,2,1,1118.0,277746.993,237517.072,283841.0,305140.577002,222311.011,228511.923005,249315.458,266368.35500000004,25171.047423350912,257769.1477152857,31405.371605534183,0.0,0.0,261804.383198174,252302.48369432252,2313943.392995,291022.976926775,547559.378005,181968.999,240,11,1,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,67417083233.551994,63267031753.056564
2021-11-10,0,0,924.0,238515.243,199577.0,246984.682,218668.693,241963.0,255695.365,255926.913,228358.975,25283.085510260516,236761.55657142858,20698.170899988614,0.0,0.0,233254.6739662144,246007.35793205912,2388929.12902,299018.1001473333,655605.872,149946.09,240,11,2,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,49292461879.514,45575199153.575005
2021-11-10,0,1,934.0,259906.508,263813.854,201386.081,289993.0,262426.08,217746.0,237710.29,241702.14766666666,34969.35460934705,247568.83042857144,30430.5369825585,0.0,0.0,245628.4447169596,214559.04083888387,2400803.93102,299018.1001473333,655605.872,149946.09,240,11,2,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,53128438170.56618,63764375096.02044
2021-11-10,1,0,2876.364,522461.826,497413.33899,438841.43801,505512.74297,548660.9,479383.66397,522916.128,486238.8676666667,42915.54414098144,502170.00542,35513.11363458421,0.0,0.0,494700.22874393966,465145.9745819565,4932630.219969,615963.7858221246,2035445.463,367440.183,240,11,2,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,218285584967.7272,241861698712.79343
2021-11-10,1,1,3666.634,635110.826,622938.069,498037.791,661655.00001,622856.562004,557072.729,510482.668,585362.2286666665,75869.70451764607,586879.092144857,64717.30112856242,0.0,0.0,591330.5382466832,535544.479790624,5766484.038016,615963.7858221246,2035445.463,367440.183,240,11,2,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,310246699814.5656,364644416391.1497
2021-11-10,2,0,1160.0,304131.278,229917.0,240294.89201,233781.880016,284326.0,265589.69202,243260.745014,258114.39000333333,40188.19038369515,257328.78386571427,28229.68740002436,0.0,0.0,259519.06419577275,251475.05062953065,2549758.72909,291022.976926775,547559.378005,181968.999,240,11,2,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,55247880686.263176,59344886206.39639
2021-11-10,2,1,1082.0,252174.64699,277746.993,237517.072,283841.0,305140.577002,222311.011,228511.923005,255812.9039966667,20360.238737585627,258177.60328528573,31295.499971999176,0.0,0.0,259396.94914613053,252294.23616501142,2566118.039985,291022.976926775,547559.378005,181968.999,240,11,2,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,65969652534.1645,71051264855.67186
2021-11-11,2,0,1482.0,342064.0,304131.278,229917.0,240294.89201,233781.880016,284326.0,265589.69202,292037.426,57043.258535943,271443.534578,41571.33492909014,0.0,0.0,280155.2981468296,257319.49897601258,2891822.72909,291022.976926775,547559.378005,181968.999,240,11,3,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,69924951043.926,88817715593.21042
2021-11-11,1,1,3559.718,627332.13701,635110.826,622938.069,498037.791,661655.00001,622856.562004,557072.729,628460.3440033332,6164.303813904448,603571.873432,56242.7283881034,0.0,0.0,600330.9379375123,541466.264127358,6393816.175026,615963.7858221246,2035445.463,367440.183,240,11,3,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,395634711549.435,399141968188.2011
2021-11-11,2,1,1120.0,259689.0,252174.64699,277746.993,237517.072,283841.0,305140.577002,222311.011,263203.54666333337,13143.448892902981,262631.4714274286,28459.980834288326,0.0,0.0,259469.96185959788,252771.31770275263,2825807.039985,291022.976926775,547559.378005,181968.999,240,11,3,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,70040749912.309,66373261466.34209
2021-11-11,0,1,1104.0,297145.0,259906.508,263813.854,201386.081,289993.0,262426.08,217746.0,273621.78733333334,20465.16525249308,256059.50328571428,35147.47638476403,0.0,0.0,258507.5835377197,219887.16723637524,2697948.93102,299018.1001473333,655605.872,149946.09,240,11,3,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,68566937555.16183,71116083258.5253
2021-11-11,0,0,1017.0,265286.0,238515.243,199577.0,246984.682,218668.693,241963.0,255695.365,234459.41433333335,33041.72331885874,238098.569,22376.71945671557,0.0,0.0,241262.5054746608,247251.14129128112,2654215.12902,299018.1001473333,655605.872,149946.09,240,11,3,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,47602156652.211,55922144183.352684
2021-11-11,1,0,2745.732,519793.064,522461.826,497413.33899,438841.43801,505512.74297,548660.9,479383.66397,513222.74299666676,13756.217283019965,501723.85342,35227.50977691853,0.0,0.0,500973.43755795475,468671.5932540884,5452423.283969,615963.7858221246,2035445.463,367440.183,240,11,3,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,259879481365.4724,268139291450.7672
2021-11-12,0,0,1074.0,265109.69,265286.0,238515.243,199577.0,246984.682,218668.693,241963.0,256303.64433333333,15405.459675090058,239443.4725714286,23845.326274287152,0.0,0.0,247224.30160599563,248403.30572410172,2919324.81902,299018.1001473333,655605.872,149946.09,240,11,4,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,63274754754.49799,67993768590.61266
2021-11-12,0,1,920.0,243668.897,297145.0,259906.508,263813.854,201386.081,289993.0,262426.08,266906.80166666664,27416.71901561771,259762.7742857143,31627.186761583056,0.0,0.0,254797.9119032898,221421.47238241555,2941617.82802,299018.1001473333,655605.872,149946.09,240,11,4,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,77229919319.66,79310021581.24165
2021-11-12,1,0,2788.65,514991.726995,519793.064,522461.826,497413.33899,438841.43801,505512.74297,548660.9,519082.205665,3785.443760702918,506810.71956642857,34013.927600067655,0.0,0.0,504478.009917216,471659.9889793085,5967415.010964,615963.7858221246,2035445.463,367440.183,240,11,4,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,271572033359.57486,269815330150.48853
2021-11-12,1,1,3074.068,514545.966,627332.13701,635110.826,622938.069,498037.791,661655.00001,622856.562004,592329.6430033334,67474.82720778137,597496.6215748572,63880.81081790372,0.0,0.0,578884.6949531343,539729.4706997866,6908362.141026,615963.7858221246,2035445.463,367440.183,240,11,4,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,398425431712.76624,371587420759.6515
2021-11-12,2,0,1036.0,268012.22496,342064.0,304131.278,229917.0,240294.89201,233781.880016,284326.0,304735.83431999997,37029.589018806815,271789.61071228574,41524.53764319199,0.0,0.0,277119.52985012217,258009.3522653021,3159834.95405,291022.976926775,547559.378005,181968.999,240,11,4,2021,45,0,392079.0041485649,2035445.463,168349.26,141148441.49348336,104032361477.79199,104239158430.83647
2021-11-12,2,1,1000.0,229292.71,259689.0,252174.64699,277746.993,237517.072,283841.0,305140.577002,247052.11899666672,15832.366570506454,263628.85699885717,26890.497370870817,0.0,0.0,251925.64889469842,251256.56881870408,3055099.749985,291022.976926775,547559.378005,181968.999,240,11,4,2021,45,0,411924.23778225697,1596598.054048,149946.09,148292725.6016125,65486981902.18611,64156717730.12538
2021-11-13,2,1,1048.0,239059.75497,229292.71,259689.0,252174.64699,277746.993,237517.072,283841.0,242680.48832333335,15518.24390686598,254188.7395657143,20797.43674086317,0.0,0.0,248709.17541352383,250469.6776026587,3294159.5049550002,291022.976926775,547559.378005,181968.999,240,11,5,2021,45,1,411924.23778225697,1596598.054048,149946.09,148292725.6016125,59544794567.189995,55644866831.78046
