date_id,item_dept,store,item_qty,net_sales
2021-11-11,2,0,1482.0,342064.0
2021-11-11,2,1,1120.0,259689.0
2021-11-12,0,0,1074.0,265109.69
2021-11-12,0,1,920.0,243668.897
2021-11-12,1,0,2788.65,514991.726995
2021-11-12,1,1,3074.068,514545.966
2021-11-12,2,0,1036.0,268012.22496
2021-11-12,2,1,1000.0,229292.71
2021-11-13,0,0,1273.0,273187.77701
2021-11-13,0,1,1076.0,258456.263098
2021-11-13,1,0,2732.55,531031.46198
2021-11-13,1,1,3284.398,576517.52197
2021-11-13,2,0,1125.0,279307.127
2021-11-13,2,1,1048.0,239059.75497
2021-11-14,0,0,921.0,225926.22212
2021-11-14,0,1,1220.0,296072.895
2021-11-14,1,0,2602.416,505466.29089
2021-11-14,1,1,4138.387,735938.785986
2021-11-14,2,0,993.0,255769.42399
2021-11-14,2,1,1158.0,269886.580994
2021-11-15,0,0,762.0,204426.11697
2021-11-15,0,1,824.0,195180.72799
2021-11-15,1,0,2390.932,480770.598004
2021-11-15,1,1,3131.84,539271.074006
2021-11-15,2,0,830.0,214588.159992
2021-11-15,2,1,972.0,251777.793994
2021-11-16,0,0,1023.0,212758.096
2021-11-16,0,1,940.0,230977.082
2021-11-16,1,0,2106.724,398716.12803
2021-11-16,1,1,3199.6,557822.965022
2021-11-16,2,0,778.0,207955.66204
2021-11-16,2,1,966.0,230942.078
2021-11-17,0,0,985.0,248992.728998
2021-11-17,0,1,924.0,255851.431
2021-11-17,1,0,2885.498,558187.29797
2021-11-17,1,1,3375.546,585377.43793
2021-11-17,2,0,998.0,246364.90516
2021-11-17,2,1,936.0,230997.124
2021-11-18,0,0,756.0,175639.0
2021-11-18,0,1,1023.0,266097.0
2021-11-18,1,0,2246.999,436620.223
2021-11-18,1,1,3406.6059999999998,592236.26
2021-11-18,2,0,907.0,218632.999
2021-11-18,2,1,1214.0,283519.0
2021-11-19,0,0,880.0,237399.881
2021-11-19,0,1,828.0,230181.39896
2021-11-19,1,0,2168.21,430174.75
2021-11-19,1,1,3096.73,542765.726
2021-11-19,2,0,755.0,204087.231018
2021-11-19,2,1,895.0,223037.599
2021-11-20,0,0,937.0,225986.13103
2021-11-20,0,1,1170.0,281179.09712
2021-11-20,1,0,2340.141,434756.16684
2021-11-20,1,1,3669.867,643345.45997
2021-11-20,2,0,988.0,250394.960064
2021-11-20,2,1,1219.0,287353.572882
2021-11-21,0,0,870.0,195036.211936
2021-11-21,0,1,1056.0,271440.419996
2021-11-21,1,0,2133.776,444193.117006
2021-11-21,1,1,3464.803,618052.44805
2021-11-21,2,0,868.0,237329.19402
2021-11-21,2,1,1103.0,249596.485
2021-11-22,0,0,946.0,248094.88696
2021-11-22,0,1,722.0,187371.38702
2021-11-22,1,0,2262.302,447480.09202
2021-11-22,1,1,2500.75,443513.48099999997
2021-11-22,2,0,914.0,230703.89903
2021-11-22,2,1,729.0,187888.59709
2021-11-23,0,0,1202.0,300005.609
2021-11-23,0,1,834.0,217515.70898
2021-11-23,1,0,2105.91,439004.82804
2021-11-23,1,1,2830.034,503178.39703
2021-11-23,2,0,812.0,207607.93304
2021-11-23,2,1,915.0,209222.15802
2021-11-24,0,0,1062.0,347726.53002
2021-11-24,0,1,663.0,192973.50502
2021-11-24,1,0,2093.942,399369.82997
2021-11-24,1,1,2991.714,509016.778996
2021-11-24,2,0,862.0,248373.86402
2021-11-24,2,1,733.0,190039.6
2021-11-25,0,0,1302.0,400375.23499
2021-11-25,0,1,1014.0,274148.717
2021-11-25,1,0,3301.456,651393.623915
2021-11-25,1,1,3250.023,573458.03298
2021-11-25,2,0,1162.0,297827.26097
2021-11-25,2,1,1183.0,282947.227
2021-11-26,0,0,1144.0,373327.155
2021-11-26,0,1,1016.0,276472.46097
2021-11-26,1,0,3452.224,673480.287994
2021-11-26,1,1,3201.59,570560.98599
2021-11-26,2,0,1235.0,373965.10707
2021-11-26,2,1,1060.0,250931.105
2021-11-27,0,0,1267.0,340953.14006
2021-11-27,0,1,1263.0,368467.598996
2021-11-27,1,0,3081.398,614443.080988
2021-11-27,1,1,3883.659,678140.963754
2021-11-27,2,0,1141.0,291499.76117
2021-11-27,2,1,1347.0,314193.697
2021-11-28,0,0,1179.0,334571.4461
2021-11-28,0,1,1247.0,366704.06
2021-11-28,1,0,3174.37,648529.466092
2021-11-28,1,1,4362.629,812758.257983
2021-11-28,2,0,1256.0,312479.76606
2021-11-28,2,1,1445.0,333419.472
2021-11-29,0,0,902.0,274968.424
2021-11-29,0,1,968.0,267957.417
2021-11-29,1,0,2557.853,495740.129054
2021-11-29,1,1,3128.67,546608.316016
2021-11-29,2,0,1066.0,260525.07303
2021-11-29,2,1,967.0,235509.804035
2021-11-30,0,0,1121.0,295979.148
2021-11-30,0,1,1032.0,268409.853
2021-11-30,1,0,2610.866,530571.926
2021-11-30,1,1,3611.741,672377.972028
2021-11-30,2,0,1002.0,274757.217
2021-11-30,2,1,1087.0,264261.555
2021-12-01,0,0,1015.0,266177.58402
2021-12-01,0,1,1056.0,247261.28196
2021-12-01,1,0,2893.41,539465.524988
2021-12-01,1,1,3262.585,597663.443906
2021-12-01,2,0,1195.0,330971.126066
2021-12-01,2,1,1170.0,280659.69101
2021-12-02,0,0,1308.0,377534.327
2021-12-02,0,1,1071.0,217649.746
2021-12-02,1,0,2631.074,525587.86102
2021-12-02,1,1,3223.0099999999998,619548.981
2021-12-02,2,0,1236.0,310415.876
2021-12-02,2,1,1039.0,285027.261
2021-12-03,0,0,1577.0,457478.41401
2021-12-03,0,1,1409.0,337323.404
2021-12-03,1,0,2679.058,518151.16701
2021-12-03,1,1,3628.201,632564.85198
2021-12-03,2,0,1127.0,287172.73799
2021-12-03,2,1,1288.0,309499.83301
2021-12-04,0,0,1143.0,319839.57102
2021-12-04,0,1,1364.0,361320.264
2021-12-04,1,0,2714.324,546361.472998
2021-12-04,1,1,3914.738,701695.809988
2021-12-04,2,0,1170.0,310744.715066
2021-12-04,2,1,1275.0,304631.77301
2021-12-05,0,0,1111.0,332207.132
2021-12-05,0,1,1138.0,317474.915
2021-12-05,1,0,2588.766,535520.37402
2021-12-05,1,1,4131.75,763186.038985
2021-12-05,2,0,1232.0,320398.30298
2021-12-05,2,1,1466.0,371701.672022
2021-12-06,0,0,1019.0,236848.848988
2021-12-06,0,1,827.0,172993.173
2021-12-06,1,0,2178.012,429775.313978
2021-12-06,1,1,2828.311,513100.836005
2021-12-06,2,0,1079.0,258222.938978
2021-12-06,2,1,1025.0,258674.056986
2021-12-07,0,0,1135.0,196671.376
2021-12-07,0,1,875.0,199525.545
2021-12-07,1,0,1906.29,371493.671
2021-12-07,1,1,2704.628,479451.78402
2021-12-07,2,0,824.0,197708.779
2021-12-07,2,1,881.0,191597.15901
2021-12-08,0,0,1026.0,337323.11
2021-12-08,0,1,1102.0,267251.43
2021-12-08,1,0,2357.361,500976.425
2021-12-08,1,1,2846.032,514849.202016
2021-12-08,2,0,981.0,253374.0
2021-12-08,2,1,848.0,214259.32401
2021-12-09,0,0,1310.0,313175.426
2021-12-09,0,1,1104.0,255970.70102
2021-12-09,1,0,2315.716,493643.69302
2021-12-09,1,1,3219.296,588795.674994
2021-12-09,2,0,1006.0,252415.84599
2021-12-09,2,1,1050.0,250085.121
2021-12-10,0,0,1517.0,384773.18
2021-12-10,0,1,1225.0,390335.58
2021-12-10,1,0,2564.629,491920.06
2021-12-10,1,1,3042.477,553625.218
2021-12-10,2,0,1155.0,304055.02
2021-12-10,2,1,998.0,251173.999
2021-12-11,0,0,1289.0,345468.227003
2021-12-11,0,1,1246.0,305415.09
2021-12-11,1,0,3041.035,807206.269
2021-12-11,1,1,3661.503,691048.76
2021-12-11,2,0,1409.0,372201.71199
2021-12-11,2,1,1214.0,282554.0
2021-12-12,0,0,1040.0,214066.0
2021-12-12,0,1,1155.0,262314.06098
2021-12-12,1,0,2599.476,527598.635
2021-12-12,1,1,3849.976,701132.960976
2021-12-12,2,0,1157.0,295090.203
2021-12-12,2,1,1409.0,342194.02698
2021-12-13,0,0,919.0,213907.015
2021-12-13,0,1,864.0,187263.05
2021-12-13,1,0,2539.438,509005.021
2021-12-13,1,1,2993.164,558763.52399
2021-12-13,2,0,882.0,232708.77201000002
2021-12-13,2,1,1164.0,254218.166
2021-12-14,0,0,1446.0,408990.341
2021-12-14,0,1,944.0,270562.897
2021-12-14,1,0,2404.473,500161.409994
2021-12-14,1,1,3838.672,660567.39799
2021-12-14,2,0,1119.0,271592.818
2021-12-14,2,1,1007.0,234211.38203
2021-12-15,0,0,998.0,257779.894004
2021-12-15,0,1,984.0,250358.182
2021-12-15,1,0,2272.71,476119.36001
2021-12-15,1,1,2996.919,524018.208016
2021-12-15,2,0,806.0,224580.673
2021-12-15,2,1,909.0,227572.74
2021-12-16,0,0,1748.0,532931.43602
2021-12-16,0,1,996.0,230770.125
2021-12-16,1,0,4088.5099999999998,949651.4801
2021-12-16,1,1,3205.697,577046.42401
2021-12-16,2,0,943.0,257578.202
2021-12-16,2,1,971.0,245538.041
2021-12-17,0,0,1150.0,352043.512
2021-12-17,0,1,1021.0,259586.661
2021-12-17,1,0,2327.104,538676.269003
2021-12-17,1,1,3438.821,633639.818
2021-12-17,2,0,1041.0,276665.059005
2021-12-17,2,1,952.0,233766.087
2021-12-18,0,0,1300.0,378060.71303
2021-12-18,0,1,980.0,229051.291
2021-12-18,1,0,2605.076,547156.85496
2021-12-18,1,1,3921.222,742581.80804
2021-12-18,2,0,1030.0,276014.3259
2021-12-18,2,1,1280.0,309006.2
2021-12-19,0,0,991.0,273782.13802
2021-12-19,0,1,1462.0,450362.711
2021-12-19,1,0,2660.286,562719.568002
2021-12-19,1,1,3993.65,719254.51317
2021-12-19,2,0,974.0,245294.21399
2021-12-19,2,1,1372.0,330373.3601
2021-12-20,0,0,1304.0,392869.06193
2021-12-20,0,1,888.0,191662.06
2021-12-20,1,0,2611.897,576160.0311
2021-12-20,1,1,2863.373,541632.32898
2021-12-20,2,0,1219.0,299405.96701
2021-12-20,2,1,1001.0,239941.585
2021-12-21,0,0,1065.0,250002.63698
2021-12-21,0,1,845.0,200676.14
2021-12-21,1,0,2690.96,561946.602
2021-12-21,1,1,2962.19,553325.022
2021-12-21,2,0,1075.0,297162.10397
2021-12-21,2,1,987.0,227971.02
2021-12-22,0,0,1525.0,459972.75003
2021-12-22,0,1,998.0,262072.89
2021-12-22,1,0,2809.733,629791.24399
2021-12-22,1,1,3367.016,626451.14005
2021-12-22,2,0,1316.0,390761.94799
2021-12-22,2,1,1035.0,236027.24912
2021-12-23,0,0,1553.0,337934.049
2021-12-23,0,1,979.0,233120.98799
2021-12-23,1,0,3126.112,672210.341
2021-12-23,1,1,3613.418,685789.478036
2021-12-23,2,0,1380.0,386530.713
2021-12-23,2,1,1104.0,261375.04096
2021-12-24,0,0,1340.0,362440.01202
2021-12-24,0,1,1489.0,401997.979967
2021-12-24,1,0,7787.289,2035445.463
2021-12-24,1,1,4525.658,883682.91085
2021-12-24,2,0,1311.0,375605.32612
2021-12-24,2,1,1462.0,355010.1929
2021-12-25,0,0,936.0,218543.25
2021-12-25,0,1,1028.0,247575.33
2021-12-25,1,0,1968.767,388933.152
2021-12-25,1,1,3841.522,690893.14
2021-12-25,2,0,913.0,247041.0
2021-12-25,2,1,1182.0,290445.0
2021-12-26,0,0,778.0,188772.78
2021-12-26,0,1,998.0,230062.26
2021-12-26,1,0,1884.134,388387.732
2021-12-26,1,1,3534.533,633325.412
2021-12-26,2,0,865.0,203717.5
2021-12-26,2,1,1399.0,347934.01
2021-12-27,0,0,928.0,201607.0
2021-12-27,0,1,964.0,234238.29
2021-12-27,1,0,2135.612,413624.166
2021-12-27,1,1,3114.201,585043.229
2021-12-27,2,0,909.0,241226.0
2021-12-27,2,1,1162.0,260726.23098
2021-12-28,0,0,1031.0,221009.61
2021-12-28,0,1,960.0,230322.09398
2021-12-28,1,0,2541.979,524658.572
2021-12-28,1,1,2976.802,539183.52
2021-12-28,2,0,1074.0,272058.0
2021-12-28,2,1,950.0,230208.0
2021-12-29,0,0,1046.0,253871.24599999998
2021-12-29,0,1,971.0,231117.13
2021-12-29,1,0,3166.758,699701.469
2021-12-29,1,1,4064.3,779442.332
2021-12-29,2,0,977.0,259719.0
2021-12-29,2,1,1256.0,326213.0
2021-12-30,0,0,1365.0,321491.45
2021-12-30,0,1,1095.0,260780.22
2021-12-30,1,0,3125.224,657509.354
2021-12-30,1,1,4390.424,819000.984
2021-12-30,2,0,1245.0,333395.0
2021-12-30,2,1,1403.0,341163.02
2021-12-31,0,0,1726.0,486807.8209
2021-12-31,0,1,1761.0,405934.713
2021-12-31,1,0,4598.302,1079095.46509
2021-12-31,1,1,5963.381,1161786.60399
2021-12-31,2,0,1606.0,451894.51199
2021-12-31,2,1,1646.0,382967.79498
2022-01-01,0,0,1137.0,199615.3
2022-01-01,0,1,894.0,179595.35
2022-01-01,1,0,2129.54,410870.334
2022-01-01,1,1,3024.884,559652.29
2022-01-01,2,0,718.0,213757.0
2022-01-01,2,1,852.0,215390.0
2022-01-02,0,0,887.0,200000.26
2022-01-02,0,1,1044.0,224102.12
2022-01-02,1,0,2247.004,482843.286
2022-01-02,1,1,3695.187,689674.065
2022-01-02,2,0,1074.0,301049.001
2022-01-02,2,1,1312.0,317612.82
2022-01-03,0,0,957.0,202848.07
2022-01-03,0,1,645.0,149946.09
2022-01-03,1,0,2190.392,481203.36
2022-01-03,1,1,2396.285,453615.07101
2022-01-03,2,0,1002.0,265809.5
2022-01-03,2,1,844.0,201304.44101
2022-01-04,0,0,802.0,168349.26
2022-01-04,0,1,953.0,207932.01
2022-01-04,1,0,2380.804,502839.521
2022-01-04,1,1,3212.01,595931.7119999999
2022-01-04,2,0,1214.0,307756.5
2022-01-04,2,1,1085.0,277280.0
2022-01-05,0,0,785.0,203996.0
2022-01-05,0,1,773.0,175541.08
2022-01-05,1,0,2154.734,447108.018
2022-01-05,1,1,2668.154,472348.39
2022-01-05,2,0,906.0,240789.0
2022-01-05,2,1,949.0,242328.0
2022-01-06,0,0,1223.0,399467.25
2022-01-06,0,1,816.0,202202.03
2022-01-06,1,0,2310.026,530274.942
2022-01-06,1,1,3218.341,579090.782
2022-01-06,2,0,983.0,290041.0
2022-01-06,2,1,1020.0,253920.15
2022-01-07,0,0,1610.0,362553.509004
2022-01-07,0,1,1105.0,365463.076
2022-01-07,1,0,2594.455,535636.207
2022-01-07,1,1,3302.789,612576.152
2022-01-07,2,0,1194.0,311081.826
2022-01-07,2,1,971.0,241198.39901
2022-01-08,0,0,1442.0,398422.556
2022-01-08,0,1,1274.0,334886.07
2022-01-08,1,0,3064.781,623447.951
2022-01-08,1,1,3516.559,673586.920995
2022-01-08,2,0,1093.0,304865.759003
2022-01-08,2,1,1148.0,273919.0
2022-01-09,0,0,1052.0,234528.3818
2022-01-09,0,1,1159.0,300299.09
2022-01-09,1,0,2760.462,547398.99801
2022-01-09,1,1,4164.643,741539.429
2022-01-09,2,0,1152.0,315307.384
2022-01-09,2,1,1458.0,377254.0
2022-01-10,0,0,1079.0,296844.916
2022-01-10,0,1,903.0,196261.029
2022-01-10,1,0,2214.609,453291.304
2022-01-10,1,1,3089.55,557654.852
2022-01-10,2,0,1144.0,322876.95192
2022-01-10,2,1,1057.0,272036.0
2022-01-11,0,0,1359.0,299901.0
2022-01-11,0,1,932.0,248616.0
2022-01-11,1,0,2881.708,606151.751
2022-01-11,1,1,3378.658,622561.39301
2022-01-11,2,0,1101.0,305017.0
2022-01-11,2,1,1154.0,274953.911005
2022-01-12,0,0,950.0,196014.5
2022-01-12,0,1,837.0,178756.44796
2022-01-12,1,0,2204.186,432843.686
2022-01-12,1,1,2899.544,509834.515
2022-01-12,2,0,949.0,272431.0
2022-01-12,2,1,940.0,219909.677
2022-01-13,0,0,1414.0,333398.25
2022-01-13,0,1,855.0,181156.09
2022-01-13,1,0,2705.301,577075.995
2022-01-13,1,1,3058.627,554760.784
2022-01-13,2,0,1146.0,319568.0
2022-01-13,2,1,957.0,248185.0
2022-01-14,0,0,866.0,192949.538
2022-01-14,0,1,1078.0,270562.06
2022-01-14,1,0,2187.497,421828.536
2022-01-14,1,1,2859.478,504860.738
2022-01-14,2,0,799.0,194229.0
2022-01-14,2,1,987.0,233850.0
2022-01-15,0,0,1034.0,211739.0
2022-01-15,0,1,990.0,235791.06
2022-01-15,1,0,2107.406,443967.016
2022-01-15,1,1,3226.084,603255.614
2022-01-15,2,0,801.0,206776.0
2022-01-15,2,1,1115.0,309093.841
2022-01-16,0,0,808.0,235881.25
2022-01-16,0,1,842.0,195056.02
2022-01-16,1,0,1779.437,407167.937
2022-01-16,1,1,3108.163,558762.697
2022-01-16,2,0,724.0,181968.999
2022-01-16,2,1,1177.0,282811.0
2022-01-17,0,0,1540.0,196166.832
2022-01-17,0,1,1297.0,321661.0
2022-01-17,1,0,1887.07,367440.183
2022-01-17,1,1,3487.211,664632.763
2022-01-17,2,0,747.0,216857.153
2022-01-17,2,1,1363.0,314360.0
2022-01-18,0,0,1473.0,430084.5
2022-01-18,0,1,854.0,200059.311
2022-01-18,1,0,2574.993,604817.603
2022-01-18,1,1,2794.622,509943.700996
2022-01-18,2,0,1112.0,319725.00002
2022-01-18,2,1,1046.0,259589.224993
2022-01-19,0,0,1237.0,271255.14
2022-01-19,0,1,1027.0,315504.0
2022-01-19,1,0,1882.58,403323.047
2022-01-19,1,1,2409.322,460323.678
2022-01-19,2,0,812.0,218658.973
2022-01-19,2,1,883.0,204574.02
2022-01-20,0,0,1033.0,271106.0
2022-01-20,0,1,903.0,231575.0
2022-01-20,1,0,2079.778,405836.326
2022-01-20,1,1,2686.039,487795.906
2022-01-20,2,0,995.0,257406.999
2022-01-20,2,1,968.0,245632.012
2022-01-21,0,0,1161.0,292280.0
2022-01-21,0,1,993.0,308017.0
2022-01-21,1,0,2371.411,463297.20902
2022-01-21,1,1,2753.863,497466.887
2022-01-21,2,0,955.0,255875.0
2022-01-21,2,1,821.0,201955.998
2022-01-22,0,0,1257.0,285967.162
2022-01-22,0,1,924.0,214828.0
2022-01-22,1,0,2267.434,475489.17899
2022-01-22,1,1,3362.031,614182.604
2022-01-22,2,0,1190.0,325554.000987
2022-01-22,2,1,1125.0,255988.997995
2022-01-23,0,0,868.0,303670.25
2022-01-23,0,1,1278.0,382628.0
2022-01-23,1,0,2152.11,433569.98
2022-01-23,1,1,4184.327,808249.573
2022-01-23,2,0,874.0,243856.0
2022-01-23,2,1,1363.0,362359.999
2022-01-24,0,0,992.0,308841.5
2022-01-24,0,1,769.0,181011.0
2022-01-24,1,0,2317.78,478236.646
2022-01-24,1,1,2562.307,469718.999
2022-01-24,2,0,935.0,255833.0
2022-01-24,2,1,946.0,255181.038
2022-01-25,0,0,874.0,253524.0
2022-01-25,0,1,886.0,182117.83002
2022-01-25,1,0,2729.121,563885.80498
2022-01-25,1,1,3661.504,662692.699992
2022-01-25,2,0,1128.0,323726.08
2022-01-25,2,1,1187.0,298283.40102
2022-01-26,0,0,1095.0,382074.0
2022-01-26,0,1,1123.0,369852.03998
2022-01-26,1,0,2612.746,549777.422
2022-01-26,1,1,2913.409,541006.977
2022-01-26,2,0,1155.0,319838.0
2022-01-26,2,1,1103.0,289925.04
2022-01-27,0,0,1253.0,395367.0
2022-01-27,0,1,1170.0,384973.0
2022-01-27,1,0,2602.145,557922.715
2022-01-27,1,1,3012.134,556695.964
2022-01-27,2,0,991.0,261352.99999
2022-01-27,2,1,1091.0,266484.029
2022-01-28,0,0,1319.0,397226.5
2022-01-28,0,1,1336.0,513057.0
2022-01-28,1,0,2358.758,464186.114
2022-01-28,1,1,3162.792,583466.776
2022-01-28,2,0,1062.0,290746.99899
2022-01-28,2,1,1051.0,255565.0
2022-01-29,0,0,966.0,213541.73
2022-01-29,0,1,1255.0,337437.0
2022-01-29,1,0,2587.436,551861.60102
2022-01-29,1,1,3539.002,667129.626
2022-01-29,2,0,1236.0,349645.83788
2022-01-29,2,1,1205.0,311037.0
2022-01-30,0,0,923.0,196153.95
2022-01-30,0,1,1048.0,239877.764
2022-01-30,1,0,2869.215,585570.03698
2022-01-30,1,1,4040.207,756342.462
2022-01-30,2,0,1170.0,323308.26797
2022-01-30,2,1,1298.0,312510.762
2022-01-31,0,0,887.0,204687.95101
2022-01-31,0,1,791.0,179122.36501
2022-01-31,1,0,2603.874,542643.931
2022-01-31,1,1,2996.909,563043.734
2022-01-31,2,0,1115.0,314800.26999
2022-01-31,2,1,1141.0,269010.675
2022-02-01,0,0,1672.0,427627.8291
2022-02-01,0,1,1152.0,268295.03401
2022-02-01,1,0,3482.128,724896.269996
2022-02-01,1,1,4131.394,777378.278006
2022-02-01,2,0,1363.0,364019.0
2022-02-01,2,1,1340.0,343766.40399
2022-02-02,0,0,1652.0,443960.459
2022-02-02,0,1,1392.0,379689.474
2022-02-02,1,0,3256.287,636533.876996
2022-02-02,1,1,4251.348,808260.989004
2022-02-02,2,0,1432.0,363869.99298
2022-02-02,2,1,1545.0,369676.873
2022-02-03,0,0,1912.0,514548.664
2022-02-03,0,1,1702.0,458529.0
2022-02-03,1,0,3987.199,812952.591
2022-02-03,1,1,4469.119,850042.288
2022-02-03,2,0,1546.0,428585.398
2022-02-03,2,1,1352.0,333607.01001
2022-02-04,0,0,1391.0,537941.25
2022-02-04,0,1,1757.0,581321.0
2022-02-04,1,0,2511.904,509971.01
2022-02-04,1,1,4477.322,846335.324
2022-02-04,2,0,1121.0,340235.0
2022-02-04,2,1,1509.0,374594.44598
2022-02-05,0,0,1743.0,546261.05709
2022-02-05,0,1,1763.0,561957.219
2022-02-05,1,0,2963.92,677446.82807
2022-02-05,1,1,4101.791,795744.350990192
2022-02-05,2,0,1143.0,312297.506
2022-02-05,2,1,1318.0,347448.80404
2022-02-06,0,0,1243.0,247720.047
2022-02-06,0,1,1474.0,363262.35302
2022-02-06,1,0,2803.912,580909.57191
2022-02-06,1,1,4635.546,889385.83205
2022-02-06,2,0,1227.0,342663.581996
2022-02-06,2,1,1462.0,368229.032005
2022-02-07,0,0,1405.0,243357.28414
2022-02-07,0,1,950.0,210116.35502
2022-02-07,1,0,3207.82,654743.905964
2022-02-07,1,1,3966.438,795136.660018311
2022-02-07,2,0,1207.0,359374.13902
2022-02-07,2,1,1380.0,351873.784018
2022-02-08,0,0,1077.0,282846.360095
2022-02-08,0,1,1002.0,221496.268
2022-02-08,1,0,3472.401,750754.347926
2022-02-08,1,1,3849.556,710922.151045
2022-02-08,2,0,1327.0,333823.14602
2022-02-08,2,1,1173.0,281539.35196
2022-02-09,0,0,1461.0,331504.40999
2022-02-09,0,1,1280.0,370669.087
2022-02-09,1,0,2910.455,671442.780014
2022-02-09,1,1,4265.078,818913.782004
2022-02-09,2,0,1193.0,316279.32499
2022-02-09,2,1,1280.0,323576.15802
2022-02-10,0,0,1562.0,421805.31999
2022-02-10,0,1,1421.0,415944.56702
2022-02-10,1,0,3647.404,767424.071816
2022-02-10,1,1,4531.919,814079.8299
2022-02-10,2,0,1396.0,378833.382014
2022-02-10,2,1,1446.0,384870.69699
2022-02-11,0,0,1508.0,456846.75
2022-02-11,0,1,1353.0,377517.73398
2022-02-11,1,0,3163.584,707911.97506
2022-02-11,1,1,3804.922,687319.28503
2022-02-11,2,0,1207.0,331155.042
2022-02-11,2,1,1116.0,272766.55597
2022-02-12,0,0,1328.0,361428.30700000003
2022-02-12,0,1,1304.0,340146.509
2022-02-12,1,0,3212.851,684035.51803
2022-02-12,1,1,4324.716,826405.8158
2022-02-12,2,0,1429.0,397529.72495
2022-02-12,2,1,1364.0,333402.76398
2022-02-13,0,0,1529.0,365597.868974
2022-02-13,0,1,1510.0,401038.951
2022-02-13,1,0,3707.842,779323.66997
2022-02-13,1,1,5752.497,1110765.06101
2022-02-13,2,0,1468.0,393748.308
2022-02-13,2,1,1861.0,464353.580988
2022-02-14,0,0,1183.0,279230.483995
2022-02-14,0,1,1023.0,235692.26102
2022-02-14,1,0,2921.661,666722.267946
2022-02-14,1,1,3840.161,753796.43604
2022-02-14,2,0,1255.0,340462.976946
2022-02-14,2,1,1178.0,300065.364008
2022-02-15,0,0,1279.0,278012.0
2022-02-15,0,1,1280.0,324496.14999
2022-02-15,1,0,3126.889,651907.69899
2022-02-15,1,1,3645.814,704145.80105
2022-02-15,2,0,1187.0,336245.996
2022-02-15,2,1,1191.0,285056.30899
2022-02-16,0,0,1033.0,253517.17401
2022-02-16,0,1,1392.0,417267.791
2022-02-16,1,0,2474.152,567939.47902
2022-02-16,1,1,4073.83,742729.67186
2022-02-16,2,0,931.0,246662.444004
2022-02-16,2,1,1264.0,300558.14801
2022-02-17,0,0,1680.0,517190.865
2022-02-17,0,1,1322.0,334784.83596
2022-02-17,1,0,3292.486,676668.087996094
2022-02-17,1,1,3788.726,723170.3681
2022-02-17,2,0,1276.0,356611.20301
2022-02-17,2,1,1270.0,324290.42298
2022-02-18,0,0,2073.0,655605.872
2022-02-18,0,1,1411.0,500354.152
